"Parcel Number",Number,Street,"School District",Township,"Corp / Village","Sale #",Month,Year,"Sale Price",Sqft,Acres,"Yr Built",Story,Basement,Frame,Bedrooms,BasementSqft,"Fin Base",Air,GarageSqft,Type,"Heat Type",Roof,RoofType,Rooms,FullBaths,HalfBaths,Grade,MHRE,NeighCode,PropClass,LandValue,BldgValue,"Property Card"
020021330000,"  291","BUCKSKIN TRA",2A,4B,,"   50"," 2",10,"     3500",,,,,,,,,,,,,,,,,,,,," 244",599,"   3310","     930",http://www.realestate.co.hocking.oh.us/cards/Crnt/020021330000.pdf
020021360000,"  294","BUCKSKIN TRA",2A,4B,,"  292"," 7",10,"    16000",,,,,,,,,,,,,,,,,,,,," 244",599,"   3890","     950",http://www.realestate.co.hocking.oh.us/cards/Crnt/020021360000.pdf
020021370000,"  295","BUCKSKIN TRA",2A,4B,,"  292"," 7",10,"    16000",,,,,,,,,,,,,,,,,,,,," 244",599,"   3600","   10140",http://www.realestate.co.hocking.oh.us/cards/Crnt/020021370000.pdf
020021700000,"  328","PATHFINDER T",2A,4B,,"   97"," 3",10,"     5000",,,,,,,,,,,,,,,,,,,,," 244",599,"   3170","   16790",http://www.realestate.co.hocking.oh.us/cards/Crnt/020021700000.pdf
020021730000,"  331","BALD EAGLE T",2A,4B,,"  234"," 6",10,"     1500",,,,,,,,,,,,,,,,,,,,," 244",599,"   2880",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020021730000.pdf
020021750000,"  333","BALD EAGLE T",2A,4B,,"  179"," 4",10,"     2500",,,,,,,,,,,,,,,,,,,,," 244",599,"   3170",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020021750000.pdf
020021760000,"  334","BALD EAGLE T",2A,4B,,"  156"," 4",10,"      500",,,,,,,,,,,,,,,,,,,,," 244",599,"   3170",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020021760000.pdf
020022120000,"  370","BOBCAT COURT",2A,4B,,"   56"," 2",10,"     2000",,,,,,,,,,,,,,,,,,,,," 244",500,"   3310",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020022120000.pdf
020022310000,"  389","TIMBERWOLF T",2A,4B,,"  502",12,10,"    13700",,,,,,,,,,,,,,,,,,,,," 244",599,"   3310","    9310",http://www.realestate.co.hocking.oh.us/cards/Crnt/020022310000.pdf
020022640000,"  422",SPRINGWATER,2A,4B,,"  112"," 4",10,"     5000",,,,,,,,,,,,,,,,,,,,," 244",500,"   3170",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020022640000.pdf
020022700000,"  428",SPRINGWATER,2A,4B,,"   11"," 1",10,"     6500",,,,,,,,,,,,,,,,,,,,," 244",500,"   3170",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020022700000.pdf
020022710000,"  429",SPRINGWATER,2A,4B,,"   11"," 1",10,"     6500",,,,,,,,,,,,,,,,,,,,," 244",599,"   3170","    6660",http://www.realestate.co.hocking.oh.us/cards/Crnt/020022710000.pdf
020023030000,"  461",SPRINGWATER,2A,4B,,"   82"," 3",10,"     5000",,,,,,,,,,,,,,,,,,,,," 244",500,"   3170",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020023030000.pdf
020023040000,"  462",SPRINGWATER,2A,4B,,"   83"," 3",10,"    10000",,,,,,,,,,,,,,,,,,,,," 244",500,"   3170",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020023040000.pdf
020023050000,"  463",SPRINGWATER,2A,4B,,"   83"," 3",10,"    10000",,,,,,,,,,,,,,,,,,,,," 244",599,"   3170",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020023050000.pdf
020023060000,"  464",SPRINGWATER,2A,4B,,"   83"," 3",10,"    10000",,,,,,,,,,,,,,,,,,,,," 244",599,"   3170",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020023060000.pdf
020023940000,13570,"MEADOW TOP",2A,4B,,"  275"," 7",10,"   104500"," 1248","     2400",1975,1,,F," 2",,,Y,,,ELECTRIC,S,," 5",1,,C-5,," 257",510,"   9450","   60530",http://www.realestate.co.hocking.oh.us/cards/Crnt/020023940000.pdf
020023942100,13683,WESLEY,2A,4B,,"  106"," 3",10,"    84000"," 1266","     2580",2001,1,B,F," 3"," 1266",,,"  480",A,"HEAT PMP",S,GAB,,2,,C+5,," 258",510,"  12650","  106120",http://www.realestate.co.hocking.oh.us/cards/Crnt/020023942100.pdf
020024970000," 9570",SLIP,2A,4B,,"  450",11,10,"    45900"," 1296","     4200",2001,1,,F," 3",,,Y,,,ELEC,S,GAB," 5",2,,D-10,X,7025,560,"  13440","   68700",http://www.realestate.co.hocking.oh.us/cards/Crnt/020024970000.pdf
020026000205,35200,GEIGER,2A,4B,,"  358"," 8",10,"   145000","  664","    24990",2003,1,B,L," 2","  664",,Y," 2400",D,CENTRAL,S,," 4",1,,C+10,," 278",580,"  18930","  112060",http://www.realestate.co.hocking.oh.us/cards/Crnt/020026000205.pdf
020026000212,,GEIGER,2A,4B,,"  358"," 8",10,"   145000",,"    24990",,,,,,,,,,,,,,,,,,," 278",500,"   4560",,http://www.realestate.co.hocking.oh.us/cards/Crnt/020026000212.pdf
020026230200,12019,"ST RT 93",2A,4B,,"  124"," 4",10,"    52000"," 1782","    17100",1995,1,,F," 3",,,,"  864",A,"HEAT PMP",S,GAB,,2,,D-10,X,7025,561,"  22420","   93180",http://www.realestate.co.hocking.oh.us/cards/Crnt/020026230200.pdf
020026240000,34522,BLACKBURN,2A,4B,,"  417",10,10,"    35000","  665","    23600",OLD,1,,F,,"  333",,Y,"  200",D,OIL,S,GAB," 4",1,,D+5,,7025,511,"  23720","   52240",http://www.realestate.co.hocking.oh.us/cards/Crnt/020026240000.pdf
020026400000,36021,GEIGER,2A,4B,,"  101"," 3",10,"    80000"," 1780","    12755",2003,1,B,F," 3"," 1780",,Y,,,GAS,S,GAB,,2,,D-10,X,7025,561,"  21560","  106080",http://www.realestate.co.hocking.oh.us/cards/Crnt/020026400000.pdf
020027040000,14995,"PLEASANT VAL",2A,4B,,"  233"," 6",10,"    20000","  714","    11100",1980,1,,F," 2",,,,,,,M,,,1,,D+5,,7025,571,"  21220","   56100",http://www.realestate.co.hocking.oh.us/cards/Crnt/020027040000.pdf
020027070100,15087,"PLEASANT VAL",2A,4B,,"  242"," 6",10,"    20000"," 1858","    13300",OLD/,2,,F,,,,,,,,S,HIP," 6",1,,C,,7025,510,"  21660","   38310",http://www.realestate.co.hocking.oh.us/cards/Crnt/020027070100.pdf
030000160000," 9483",KEOTA,2B,4B,,"  390"," 9",10,"   165000"," 1680","   220300",1992,1,B,F," 2"," 1680",,Y,"  720",A,ELEC,S,GAB,,2,,D-10,X," 302",561,"  38300","   97710",http://www.realestate.co.hocking.oh.us/cards/Crnt/030000160000.pdf
030000770000,10001,"ST RT 93",2B,4B,,"  239"," 6",10,"     4000"," 1530",,OLD,2,,F,,,,,,,,L,SLA," 7",,,D+5,," 301",510,"   3500","    4640",http://www.realestate.co.hocking.oh.us/cards/Crnt/030000770000.pdf
040000920000,"  551",ZANESVILLE,2A,4B,5X,"  148"," 4",10,"    40000"," 1048","     1500",1962,1,,F," 3",,,Y,"  280",A,GAS,S,ASP," 5",1,,C-5,," 427",510,"  14520","   55770",http://www.realestate.co.hocking.oh.us/cards/Crnt/040000920000.pdf
040000960000,"  597",ZANESVILLE,2A,4B,5X,"  406",10,10,"    82000"," 1736","     1720",10R1,2,B,F,,"  217",,Y,,,CENTRAL,S,SHN," 7",2,,D+10,," 427",520,"  15700","   71210",http://www.realestate.co.hocking.oh.us/cards/Crnt/040000960000.pdf
040001220000,"  544","VINE ST REAR",2A,4B,5X,"  236"," 6",10,"     1100",,"     2400",,,,,,,,,,,,,,,,,,," 433",501,"    500",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040001220000.pdf
040002110300,"   37",CARLIN,2A,4B,5X,"  289"," 7",10,"   128000"," 1208",,2002,1,,F," 2",,,,"  264",A,"HEAT PMP",S,GAB," 5",2,,C+5,," 413",550,"  26000","   75080",http://www.realestate.co.hocking.oh.us/cards/Crnt/040002110300.pdf
040002111500,"   85",CARLIN,2A,4B,5X,"  391"," 9",10,"    75000"," 1248",,2004,1,,F," 2",,,Y,"  264",A,ELEC,S,HIP,,2,,C+5,," 413",550,"  26000","   78960",http://www.realestate.co.hocking.oh.us/cards/Crnt/040002111500.pdf
040002112000,12500,CARLIN,2A,4B,5X,"   12"," 1",10,"   157650","  565",,2006,1,,F," 1",,,,"  330",A,"HEAT PMP",,," 4",1,,C+5,," 413",510,"  26000","   57630",http://www.realestate.co.hocking.oh.us/cards/Crnt/040002112000.pdf
040002112100,"  129",CARLIN,2A,4B,5X,"   12"," 1",10,"   157650"," 1258",,2006,1,,F," 2",,,,"  264",A,"HEAT PMP",,," 5",2,,C+5,," 413",510,"  26000","   80120",http://www.realestate.co.hocking.oh.us/cards/Crnt/040002112100.pdf
040002930000,"   65","WEST MAIN",2A,4B,5X,"  303"," 7",10,"    65000",,,,,,,,,,,,,,,,,,,,,4104,499,"  25100","   40930",http://www.realestate.co.hocking.oh.us/cards/Crnt/040002930000.pdf
040002950000,"   11","WEST MAIN",2A,4B,5X,"  219"," 5",10,"   329000",11544,,,,,,," 5772",,,,,,,,,,,,,4104,444,"  44910","  130140",http://www.realestate.co.hocking.oh.us/cards/Crnt/040002950000.pdf
040003050000,"  199",MAIN,2A,4B,5X,"  219"," 5",10,"   329000","  996",,,,,,,,,,,,,,,,,,,,4104,444,"  57650","   58170",http://www.realestate.co.hocking.oh.us/cards/Crnt/040003050000.pdf
040003500000,"   27",SECOND,2A,4B,5X,"  185"," 5",10,"    69000"," 1612",,22/A,1,B,F,,"  750",,Y,,,"HEAT PMP",S,ASP," 7",2,,C+10,," 434",510,"  10120","   50860",http://www.realestate.co.hocking.oh.us/cards/Crnt/040003500000.pdf
040004100000,"  359",HUNTER,2A,4B,5X,"  241"," 6",10,"   112000"," 2080",,?/G,1,B,B,," 1040",,,,,"HOT WATE",L,SLA," 7",1,1,C+10,," 434",510,"  11390","   60100",http://www.realestate.co.hocking.oh.us/cards/Crnt/040004100000.pdf
040004140000,"  257",HUNTER,2A,4B,5X,"  528",12,10,"    33500"," 1264",,"  R1",1,B,F,,"  228",,,,,"WARM AIR",S,ASP," 6",1,,D-5,," 434",510,"  15180","   27930",http://www.realestate.co.hocking.oh.us/cards/Crnt/040004140000.pdf
040004680000,"  186",WALNUT,2A,4B,5X,"  129"," 4",10,"    89000"," 1160",,90R9,1,B,F,,"  556",,Y,"  768",D,"GAS STOV",S,GAB," 7",1,,D+10,," 434",510,"  12560","   45380",http://www.realestate.co.hocking.oh.us/cards/Crnt/040004680000.pdf
040004760000,"   71",HIGH,2A,4B,5X,"  154"," 4",10,"    65000"," 2280",,OLD/,1,B,F,," 1492",,Y,"  212",A,GAS/ELEC,L,SLA," 8",2,1,C-5,," 434",510,"  20270","   86250",http://www.realestate.co.hocking.oh.us/cards/Crnt/040004760000.pdf
040005320000,"  193",WALNUT,2A,4B,5X,"  273"," 7",10,"    87500"," 1372",,1900,1,,F,,,,Y,"  560",D,GAS,S,ASP," 5",1,,D+5,," 437",510,"   9990","   43880",http://www.realestate.co.hocking.oh.us/cards/Crnt/040005320000.pdf
040005750000,"  137",FOUNTAIN,2A,4B,5X,"    9"," 1",10,"    54000","  825",,1910,1,B,F,,"  825",,,,,GAS,S,ASP," 5",1,,D-10,," 436",510,"   6600","   28110",http://www.realestate.co.hocking.oh.us/cards/Crnt/040005750000.pdf
040006320000,"  193",FOUNTAIN,2A,4B,5X,"  159"," 4",10,"    57000"," 1089",,1910,1,B,F," 3","  396",,,,,GAS,L,GAB," 5",2,,D+10,," 436",510,"   6600","   38650",http://www.realestate.co.hocking.oh.us/cards/Crnt/040006320000.pdf
040006530000,"  684",CHURCH,2A,4B,5X,"  288"," 7",10,"   110000"," 1056",,1971,1,B,F,,"  528",F,,"  432",A,ELECTRIC,S,ASP," 3",1,1,C,," 436",510,"  21250","   81940",http://www.realestate.co.hocking.oh.us/cards/Crnt/040006530000.pdf
040006880000,"  519",HUNTER,2A,4B,5X,"  491",11,10,"    90000"," 2224",,OLD/,2,,F,,,,Y,"  288",D,"FA GAS",L,SLA," 9",2,,C-5,," 434",510,"  23430","   47660",http://www.realestate.co.hocking.oh.us/cards/Crnt/040006880000.pdf
040006950000,"  455",HUNTER,2A,4B,5X,"  513",12,10,"    62000"," 1876",,OLD/,2,B,F,,"  976",,Y,"  280",D,"F GAS",S,ASP," 8",2,,C+5,," 434",510,"  14200","   54260",http://www.realestate.co.hocking.oh.us/cards/Crnt/040006950000.pdf
040006990000,"  460",MAIN,2A,4B,5X,"  538",12,10,"   105500"," 1816",,1919,2,B,F," 3","  780",,Y,"  252",D,FA,L,SLA,10,2,,C+10,," 434",510,"  11360","   55910",http://www.realestate.co.hocking.oh.us/cards/Crnt/040006990000.pdf
040007300000,"  511",SECOND,2A,4B,5X,"  478",11,10,"    30000"," 1357",,1890,2,,F,,,,,"  384",D,,L,SLA," 7",1,,D,," 434",510,"  13020","   35170",http://www.realestate.co.hocking.oh.us/cards/Crnt/040007300000.pdf
040007570000,"  284",MULBERRY,2A,4B,5X,"  447",11,10,"   120000"," 1246",,OLD/,1,B,F," 2","  528",,Y,,,"WARM AIR",L,SLA," 5",1,,C-5,," 437",510,"  23610","   55470",http://www.realestate.co.hocking.oh.us/cards/Crnt/040007570000.pdf
040008710000,,,2A,4B,5X,"  250"," 6",10,"     7000",,,,,,,,,,,,,,,,,,,,,4004,400,"   6560",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040008710000.pdf
040008720000,,,2A,4B,5X,"  250"," 6",10,"     7000",,,,,,,,,,,,,,,,,,,,,4004,400,"   5740",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040008720000.pdf
040008730000,,,2A,4B,5X,"  250"," 6",10,"     7000",,,,,,,,,,,,,,,,,,,,,4004,400,"   5740",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040008730000.pdf
040009230000,"  764",THIRD,2A,4B,5X,"  357"," 8",10,"    68000"," 1350",,1897,2,B,F,,"  675",,,"  728",D,HA,S,ASP," 6",1,,D+5,," 436",510,"  15440","   54210",http://www.realestate.co.hocking.oh.us/cards/Crnt/040009230000.pdf
040009310000,"  426",ORCHARD,2A,4B,5X,"   62"," 2",10,"    37200","  789",,OLD/,1,B,F,,"  161",,,,,"FA GAS",S,," 5",1,,D-10,," 438",510,"  17180","   23320",http://www.realestate.co.hocking.oh.us/cards/Crnt/040009310000.pdf
040009450000,"  324",EAST,2A,4B,5X,"  400"," 9",10,"     7480","  944",,OLD/,1,B,F," 2","  180",,,,,"FR FURNA",S,GAB," 5",1,,C-5,," 438",510,"   5900","   40710",http://www.realestate.co.hocking.oh.us/cards/Crnt/040009450000.pdf
040010780000,"   95",GALLAGHER,2A,4B,5X,"  283"," 7",10,"   100000"," 5300",,,,,,,,,,,,"GAS UNIT",C,,,,1,,,4104,455,"  44410","   40540",http://www.realestate.co.hocking.oh.us/cards/Crnt/040010780000.pdf
040010980000,"  481",HENRIETTA,2A,4B,5X,"  235"," 6",10,"    27100"," 1626",,30R0,1,B,F,," 1060",,Y,"  240",D,GAS,S,ASP," 6",2,,D+10,," 435",510,"   9800","   48420",http://www.realestate.co.hocking.oh.us/cards/Crnt/040010980000.pdf
040011250000,"  362",SPRING,2A,4B,5X,"  500",12,10,"    69900"," 1142",,1902,1,B,F," 2","  561",,Y,"  520",A,GAS,L,SLA," 5",1,,D+10,," 430",510,"  17510","   38510",http://www.realestate.co.hocking.oh.us/cards/Crnt/040011250000.pdf
040011900000,"  531",HENRIETTA,2A,4B,5X,"   52"," 2",10,"    40000"," 1064",,1910,2,,F,,,,Y,,,GAS,S,APS," 5",1,,D,," 435",510,"   5060","   26660",http://www.realestate.co.hocking.oh.us/cards/Crnt/040011900000.pdf
040012260000,"  582",FRONT,2A,4B,5X,"  198"," 5",10,"    77000"," 1920",,1900,2,B,F,,"  576",,Y,,,GAS,S,ASP," 9",1,,D+10,," 435",510,"   9800","   40330",http://www.realestate.co.hocking.oh.us/cards/Crnt/040012260000.pdf
040012350000,"  570",HENRIETTA,2A,4B,5X,"   93"," 3",10,"    36000","  936",,1923,1,B,F,,"  468",,Y,"  242",A,GAS,S,HIP," 5",1,,D,," 435",510,"   9010","   26460",http://www.realestate.co.hocking.oh.us/cards/Crnt/040012350000.pdf
040012980000,"  573",SECOND,2A,4B,5X,"  165"," 4",10,"    66500"," 1016",,OLD/,1,B,F,,"  254",,Y,"  396",D,GAS,L,SLA," 4",1,,D,," 434",510,"  15350","   32690",http://www.realestate.co.hocking.oh.us/cards/Crnt/040012980000.pdf
040013000000,"  555",SECOND,2A,4B,5X,"  150"," 4",10,"    72000","  930",,"  R8",1,,F,,,,Y,"  180",D,ELECTRIC,L,SLA," 4",1,,D+5,," 434",510,"  15350","   32610",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013000000.pdf
040013130000,"  557",HUNTER,2A,4B,5X,"  107"," 3",10,"    80000"," 2164",,1900,2,B,F," 4","  493",,,"  432",D,GAS,S,GAB," 8",1,1,D+10,," 434",510,"  17570","   39600",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013130000.pdf
040013460000,"  598",HUNTER,2A,4B,5X,"  205"," 5",10,"   112000"," 1424",,OLD/,2,,F,,"  224",,Y,,,CENTRAL,L,SLA," 6",1,,D+10,," 438",510,"  12470","   53370",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013460000.pdf
040013840000,"  159",EAST,2A,4B,5X,"  381"," 9",10,"    58000"," 1332",,OLD/,1,B,F,,"  255",,,"  338",A,"WARM AIR",L,SLA," 6",1,,D+5,," 438",510,"  11280","   49940",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013840000.pdf
040013880000,"  179",CULVER,2A,4B,5X,"  362"," 9",10,"    43000"," 1152",,?/F,1,B,F,,"  249",,,"  216",D,GAS,S,ASP," 5",1,,C-10,," 438",510,"  10760","   45490",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013880000.pdf
040014060000,"  550",KERLIN,2A,4B,5X,"  481",11,10,"    20500","  918",,,1,B,F,,"  756",,,,,"WARM AIR",S,ASP," 5",1,,D,," 427",510,"  10920","   35640",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014060000.pdf
040014260000,"  617",WALNUT,2A,4B,5X,"  523",12,10,"    28500"," 1070",,1905,1,B,F,,"  794",,Y,"  160",D,GAS,M,," 6",1,,D+10,," 437",510,"  15550","   53780",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014260000.pdf
040014340100,"  699",MOTHERWELL,2A,4B,5X,"  402"," 9",10,"     8000"," 1050",,1955,1,,F,,,,,,,"FLR FUR",S,," 4",2,,D,," 435",510,"   3690","   23450",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014340100.pdf
040015410000," 1057",THIRD,2A,4B,5X,"  320"," 7",10,"    32000","  966",,OLD/,1,B,F,,"  434",,,"  260",A,GAS,S,ASP," 5",1,,D+10,," 432",510,"  10000","   36590",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015410000.pdf
040015730000," 1035",FOURTH,2A,4B,5X,"   61"," 2",10,"    56000","  988",,1966,1,B,F,,"  988",F,Y,"  260",D,GAS,S,ASP," 5",1,,C-5,," 432",510,"  10000","   64300",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015730000.pdf
040015730000," 1035",FOURTH,2A,4B,5X,"   76"," 3",10,"    59900","  988",,1966,1,B,F,,"  988",F,Y,"  260",D,GAS,S,ASP," 5",1,,C-5,," 432",510,"  10000","   64300",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015730000.pdf
040016000000,"  379",MOUND,2A,4B,5X,"  254"," 6",10,"    15000","  336",,"   /",1,B,F,,"  336",F,,,,GAS,S,ASP," 4",1,,D+10,," 436",599,"   3810","   22720",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016000000.pdf
040016540100,"  707",MINGO,2A,4B,5X,"  144"," 4",10,"     2750",,,,,,,,,,,,,,,,,,,,," 437",500,"   6160",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040016540100.pdf
040017850000,"  887",BAIRD,2A,4B,5X,"    7"," 1",10,"   159900"," 1807","     2480",1992,1,B,B," 1"," 1111",F,Y,"  696",A,"HEAT PMP",S,GAB," 3",2,1,C+5,," 421",510,"  28190","  137220",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017850000.pdf
040017870000,"  721",MOHICAN,2A,4B,5X,"  209"," 5",10,"   110000","  918",,1974,1,B,F,,"  918",F,Y,,,GAS,S,ASP," 5",2,,C,," 421",510,"  13000","   65310",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017870000.pdf
040018340000,"  347",WALNUT,2A,4B,5X,"   84"," 3",10,"    79500"," 2380",,OLD,2,B,F,,"  248",,,"  396",D,GAS,L,SLA," 9",2,,D+5,," 437",520,"  17130","   47400",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018340000.pdf
040018600000,"   50",KEYNES,2A,4B,5X,"  427",10,10,"    87500"," 1200",,1955,1,B,F,," 1200",F,Y,"  288",A,"FA GAS",S,ASP," 5",1,,C-5,," 437",510,"  11730","   66580",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018600000.pdf
040018910100,"  364",ORCHARD,2A,4B,5X,"   18"," 1",10,"    27000"," 1106","      946",,2,,F,,,,,,,GAS,L,SLA," 5",1,,D+5,," 438",510,"   9850","   45830",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018910100.pdf
040019430000,"   88",KEYNES,2A,4B,5X,"  190"," 5",10,"    54400"," 1120",,1955,1,B,F,," 1120",,Y,"  376",A,GAS,S,ASP," 4",1,,C,," 437",510,"  11480","   49120",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019430000.pdf
040019900000,"  322",MIDLAND,2A,4B,5X,"  255"," 6",10,"    84900","  832",,63R9,1,B,F,,"  832",,,,,ELECTRIC,S,ASP," 4",1,,C,," 430",510,"  16060","   50010",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019900000.pdf
040020180000,"  688",MAIN,2A,4B,5X,"  507",12,10,"    60000","  770",,"  R9",1,B,F," 2","  770",,Y,"  624",D,GAS,S,ASP," 5",1,,D,," 424",510,"  14450","   60290",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020180000.pdf
040020220000,"  687",HUNTER,2A,4B,5X,"  525",12,10,"    51000"," 1126",,OLD/,1,B,F,,"  282",,,"  374",D,GAS,L,SLA," 6",1,,D,," 424",510,"  14550","   47220",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020220000.pdf
040020570000,"  539",WARNER,2A,4B,5X,"  222"," 5",10,"   122500"," 2560",,,2,B,F,," 1280",,Y,"  440",D,"WARM AIR",S,ASP,11,1,1,C,," 431",510,"  13230","   98720",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020570000.pdf
040021220000,"  742",WARNER,2A,4B,5X,"  310"," 7",10,"   114000"," 1716",,1930,2,B,F,,"  624",F,Y,"  576",D,GAS,S,ASP," 6",2,,C,," 431",510,"  12780","   90970",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021220000.pdf
040021620000,"  830",FRONT,2A,4B,5X,"  117"," 4",10,"    69000"," 1008",,OLD/,1,B,F," 1","  192",,Y,"  440",D,"FA GAS",S,ASP," 5",1,,D+10,," 424",510,"  12600","   58000",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021620000.pdf
040023030000," 1256",THIRD,2A,4B,5X,"  199"," 5",10,"    27000","  780",,1954,1,B,F,,"  780",,Y,,,"FA GAS",S,ASP," 4",1,,C-5,," 432",510,"  10400","   44030",http://www.realestate.co.hocking.oh.us/cards/Crnt/040023030000.pdf
040023770000,"  630",SECOND,2A,4B,5X,"  135"," 4",10,"    85000"," 1014",,1956,1,B,B,," 1014",,,"  352",A,"FA GAS",S,ASP," 5",2,,C,," 424",510,"  18190","   66650",http://www.realestate.co.hocking.oh.us/cards/Crnt/040023770000.pdf
040024000000,"  270",BARTON,2A,4B,5X,"  245"," 6",10,"    81900","  864",,1989,1,,F," 2",,,Y,"  288",A,"FA GAS",S,ASP,,1,,C-5,," 422",510,"  15840","   58930",http://www.realestate.co.hocking.oh.us/cards/Crnt/040024000000.pdf
040024300000,"  729",GLENWOOD,2A,4B,5X,"  378"," 9",10,"   128500"," 1360",,1960,1,B,F,," 1360",F,Y,,,"FA GAS",S,ASP," 6",1,1,C+5,," 429",510,"  39600","   82830",http://www.realestate.co.hocking.oh.us/cards/Crnt/040024300000.pdf
040024640000,"  720",WOOD,2A,4B,5X,"  435",10,10,"    91500","  988","     3000",1953,1,B,F," 2","  988",,Y,"  240",A,GAS,S,ASP," 4",1,,C+10,," 429",510,"  34020","   69030",http://www.realestate.co.hocking.oh.us/cards/Crnt/040024640000.pdf
040024860000,"  835",WOOD,2A,4B,5X,"   41"," 2",10,"   181000"," 1844",,1983,1,B,F,," 1564",F,Y,"  528",A,ELECTRIC,S,ASP," 5",3,,C+5,," 429",510,"  38200","  117790",http://www.realestate.co.hocking.oh.us/cards/Crnt/040024860000.pdf
040025460000,"  176",RUTH,2A,4B,5X,"  321"," 7",10,"   127000","  988",,64R0,1,B,F," 3","  494",F,Y,"  312",A,"FA GAS",S,ASP," 6",1,1,C+5,," 418",510,"  19900","   85600",http://www.realestate.co.hocking.oh.us/cards/Crnt/040025460000.pdf
040025480000,"  156",RUTH,2A,4B,5X,"    2"," 1",10,"   115000"," 1040",,1965,1,B,B,," 1040",F,Y,"  288",A,"FA GAS",S,HIP," 6",2,,C+5,," 418",510,"  22500","   76700",http://www.realestate.co.hocking.oh.us/cards/Crnt/040025480000.pdf
040025770000,"  792",BETTY,2A,4B,5X,"    6"," 1",10,"   135000","  988",,1967,1,B,F,,"  988",F,Y,"  312",A,GAS,S,ASP," 7",1,2,C,," 418",510,"  24290","   84430",http://www.realestate.co.hocking.oh.us/cards/Crnt/040025770000.pdf
040026050220," 1022",MARLA,2A,4B,5X,"  360"," 9",10,"   143900"," 1248",,1994,1,B,F," 3"," 1248",F,Y,,,GAS,S,GAB," 5",3,,C+5,," 417",510,"  36370","  120360",http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050220.pdf
040026050260,"  897",ELIZABETH,2A,4B,5X,"  102"," 3",10,"    97500","  864",,2005,1,B,F," 3","  864",F,Y,"  384",A,CENTRAL,S,," 5",2,,C+5,," 417",510,"  37100","  115110",http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050260.pdf
040026050286,"  817",HOBART,2A,4B,5X,"  508",12,10,"   145000",,,,,,,,,,,,,,,,,,,,," 417",500,"  34560",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050286.pdf
040026050295,"  766",HUNTLEY,2A,4B,5X,"  172"," 4",10,"   139900",,,,,,,,,,,,,,,,,,,,," 417",500,"  34560",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050295.pdf
040026050299,"  816",HUNTLEY,2A,4B,5X,"   14"," 1",10,"   160000"," 1520",,200V,1,,F," 3",,,Y,"  468",A,GAS,S,," 5",2,,C+5,," 417",510,"  34560","  127030",http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050299.pdf
040026050314,"  703",HUNTLEY,2A,4B,5X,"  368"," 9",10,"    48000",,,,,,,,,,,,,,,,,,,,," 417",500,"  39650",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050314.pdf
040026120000,"  890",JAMES,2A,4B,5X,"  350"," 8",10,"    44500"," 1133","     1300",1963,1,B,F,," 1056",,Y,"  660",A,GAS,S,ASP," 5",1,,C-5,," 424",510,"  12500","   69870",http://www.realestate.co.hocking.oh.us/cards/Crnt/040026120000.pdf
